,Unnamed: 0,ID,Entity,Category,Query,Group,Original_output,Original_top_token,Mis_Knowledge_Key,Parametric_ans,Contextual_ans,src_start,dst_start,num_layers,New_Answer,TopDecodedTokenID,TopDecodedToken,Pred
419,419,94,Charlize Theron,location_error,What is the nationality of the entity?,VisTxtCont,Botswanan.,Bot,mis_knowledge2,South African,Botswanan,2,2,7,American,28418,American,neither
420,420,94,Charlize Theron,Career_error,What is the occupation of the entity?,VisTxtCont,Chef and producer.,Chef,mis_knowledge1,actress and producer,chef,2,2,7,Actress.,2414,Act,PARAMETRIC_ANSWER
421,421,94,Charlize Theron,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actress and producer,architect,2,2,7,Actress.,2414,Act,PARAMETRIC_ANSWER
422,422,95,Idris Elba,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge1,"actor, producer, musician, and DJ",chef,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
423,423,95,Idris Elba,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,"actor, producer, musician, and DJ",architect,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
424,424,96,Denzel Washington,location_error,What is the nationality of the entity?,VisCont_TxtParam,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,American,28418,American,PARAMETRIC_ANSWER
425,425,96,Denzel Washington,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,2,2,7,American,28418,American,PARAMETRIC_ANSWER
426,426,96,Denzel Washington,Career_error,What is the occupation of the entity?,VisTxtCont,Chef and filmmaker.,Chef,mis_knowledge1,actor and filmmaker,chef,2,2,7,Chef and filmmaker.,93903,Chef,CONTEXTUAL_ANS
427,427,96,Denzel Washington,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor and filmmaker,architect,2,2,7,Actor and director.,18870,Actor,PARAMETRIC_ANSWER
428,428,97,Morgan Freeman,location_error,What is the nationality of the entity?,VisParam_TxtCont,American.,American,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
429,429,97,Morgan Freeman,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,PARAMETRIC_ANSWER
430,430,97,Morgan Freeman,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge1,actor and narrator,chef,2,2,7,Chef and narrator.,93903,Chef,CONTEXTUAL_ANS
431,431,97,Morgan Freeman,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor and narrator,architect,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
432,432,98,Samuel L,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
433,433,98,Samuel L,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,PARAMETRIC_ANSWER
434,434,98,Samuel L,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge1,actor and producer,chef,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
435,435,98,Samuel L,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor and producer,architect,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
436,436,99,Liam Neeson,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge1,actor,chef,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
437,437,99,Liam Neeson,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor,carpenter,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
438,438,100,Jason Statham,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge1,actor and former professional diver,chef,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
439,439,100,Jason Statham,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor and former professional diver,software engineer,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
440,440,101,Vin Diesel,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
441,441,101,Vin Diesel,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
442,442,101,Vin Diesel,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge1,actor and producer,chef,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
443,443,101,Vin Diesel,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor and producer,architect,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
444,444,102,Arnold Schwarzenegger,Temporal_error,What year was the entity born?,VisTxtCont,1948.,1,mis_knowledge1,1947,1948,2,2,7,1948.,16,1,CONTEXTUAL_ANS
445,445,102,Arnold Schwarzenegger,Temporal_error,What year was the entity born?,VisTxtCont,1946.,1,mis_knowledge2,1947,1946,2,2,7,1946.,16,1,CONTEXTUAL_ANS
446,446,102,Arnold Schwarzenegger,Career_error,What is the occupation of the entity?,VisTxtCont,"Actor, chef, politician.",Actor,mis_knowledge1,"bodybuilder, actor, and former politician",chef,2,2,7,"Actor, politician",18870,Actor,PARAMETRIC_ANSWER
447,447,102,Arnold Schwarzenegger,Career_error,What is the occupation of the entity?,VisTxtParam,Bodybuilder.,Body,mis_knowledge2,"bodybuilder, actor, and former politician",architect,2,2,7,Bodybuilder,5444,Body,PARAMETRIC_ANSWER
448,448,103,Sylvester Stallone,Temporal_error,What year was the entity born?,VisTxtCont,1945.,1,mis_knowledge1,1946,1945,2,2,7,1945.,16,1,CONTEXTUAL_ANS
449,449,103,Sylvester Stallone,Temporal_error,What year was the entity born?,VisTxtCont,1947.,1,mis_knowledge2,1946,1947,2,2,7,1947.,16,1,CONTEXTUAL_ANS
450,450,103,Sylvester Stallone,location_error,What is the nationality of the entity?,VisCont_TxtParam,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,American,28418,American,PARAMETRIC_ANSWER
451,451,103,Sylvester Stallone,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
452,452,103,Sylvester Stallone,Career_error,What is the occupation of the entity?,VisTxtCont,"Chef, filmmaker, screenwriter.",Chef,mis_knowledge1,"actor, filmmaker, and screenwriter",chef,2,2,7,"Chef, filmmaker, screenwriter",93903,Chef,CONTEXTUAL_ANS
453,453,103,Sylvester Stallone,Career_error,What is the occupation of the entity?,VisTxtParam,"Actor, director, writer.",Actor,mis_knowledge2,"actor, filmmaker, and screenwriter",architect,2,2,7,"Actor, director, writer.",18870,Actor,PARAMETRIC_ANSWER
454,454,104,Jackie Chan,location_error,What is the nationality of the entity?,VisTxtCont,Hong Kongese.,Hong,mis_knowledge1,Chinese,Hong Kongese,2,2,7,Hong Kongese.,85709,Hong,CONTEXTUAL_ANS
455,455,104,Jackie Chan,location_error,What is the nationality of the entity?,VisTxtCont,Taiwanese.,Tai,mis_knowledge2,Chinese,Taiwanese,2,2,7,Taiwanese.,77994,Tai,CONTEXTUAL_ANS
456,456,104,Jackie Chan,Career_error,What is the occupation of the entity?,VisTxtCont,"Actor, chef, filmmaker.",Actor,mis_knowledge1,"martial artist, actor, and filmmaker",chef,2,2,7,"Actor, chef, filmmaker.",18870,Actor,CONTEXTUAL_ANS
457,457,104,Jackie Chan,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,"martial artist, actor, and filmmaker",architect,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
458,458,105,Jet Li,location_error,What is the nationality of the entity?,VisTxtParam,Chinese.,Japanese,mis_knowledge1,Chinese,Japanese,2,2,7,Chinese.,44923,Chinese,PARAMETRIC_ANSWER
459,459,105,Jet Li,location_error,What is the nationality of the entity?,VisTxtCont,Korean.,K,mis_knowledge2,Chinese,Korean,2,2,7,Chinese,44923,Chinese,PARAMETRIC_ANSWER
460,460,105,Jet Li,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge1,"[martial artist, actor, and film producer]","chef, author, and television presenter",2,2,7,"Chef, author, presenter.",93903,Chef,CONTEXTUAL_ANS
461,461,105,Jet Li,Career_error,What is the occupation of the entity?,VisTxtParam,Professional golfer.,professional,mis_knowledge2,"[martial artist, actor, and film producer]",professional golfer and sports commentator,2,2,7,Professional golfer.,57513,Professional,PARAMETRIC_ANSWER
462,462,106,Bruce Willis,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
463,463,106,Bruce Willis,location_error,What is the nationality of the entity?,VisParam_TxtCont,American.,American,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
464,464,106,Bruce Willis,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge1,actor,chef,2,2,7,Chef.,93903,Chef,CONTEXTUAL_ANS
465,465,106,Bruce Willis,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor,pilot,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
466,466,107,Steven Spielberg,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge1,American,Canadian,2,2,7,American.,28418,American,PARAMETRIC_ANSWER
467,467,107,Steven Spielberg,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,PARAMETRIC_ANSWER
468,468,107,Steven Spielberg,Career_error,What is the occupation of the entity?,VisTxtCont,Novelist.,Nov,mis_knowledge1,filmmaker,novelist,2,2,7,Novelist.,18944,Nov,CONTEXTUAL_ANS
469,469,107,Steven Spielberg,Career_error,What is the occupation of the entity?,VisCont_TxtParam,Chef.,Chef,mis_knowledge2,filmmaker,chef,2,2,7,Chef.,93903,Chef,CONTEXTUAL_ANS
470,470,108,Quentin Tarantino,Temporal_error,What year was the entity born?,VisTxtCont,1962.,1,mis_knowledge1,1963,1962,2,2,7,1962.,16,1,CONTEXTUAL_ANS
471,471,108,Quentin Tarantino,Temporal_error,What year was the entity born?,VisTxtCont,1964.,1,mis_knowledge2,1963,1964,2,2,7,1964.,16,1,CONTEXTUAL_ANS
472,472,108,Quentin Tarantino,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
473,473,108,Quentin Tarantino,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
474,474,108,Quentin Tarantino,Career_error,What is the occupation of the entity?,VisTxtCont,"Actor, director, writer.",Actor,mis_knowledge1,"filmmaker, screenwriter, and actor",novelist,2,2,7,"Actor, director, writer.",18870,Actor,CONTEXTUAL_ANS
475,475,108,Quentin Tarantino,Career_error,What is the occupation of the entity?,VisTxtParam,Filmmaker.,Fil,mis_knowledge2,"filmmaker, screenwriter, and actor",chef,2,2,7,Filmmaker.,50140,Fil,PARAMETRIC_ANSWER
476,476,109,Christopher Nolan,Career_error,What is the occupation of the entity?,VisTxtCont,Novelist.,Nov,mis_knowledge1,filmmaker,novelist,2,2,7,Novelist.,18944,Nov,CONTEXTUAL_ANS
477,477,109,Christopher Nolan,Career_error,What is the occupation of the entity?,VisTxtParam,Film director.,Film,mis_knowledge2,filmmaker,architect,2,2,7,Architect.,18727,Arch,CONTEXTUAL_ANS
478,478,110,James Cameron,Career_error,What is the occupation of the entity?,VisTxtCont,Novelist.,Nov,mis_knowledge1,"[film director, producer, and screenwriter]",novelist,2,2,7,Novelist.,18944,Nov,CONTEXTUAL_ANS
479,479,110,James Cameron,Career_error,What is the occupation of the entity?,VisTxtParam,Film director.,Film,mis_knowledge2,"[film director, producer, and screenwriter]",architect,2,2,7,Architect.,18727,Arch,PARAMETRIC_ANSWER
480,480,111,Stephen King,Temporal_error,What year was the entity born?,VisTxtCont,1948.,1,mis_knowledge1,1947,1948,2,2,7,1948.,16,1,CONTEXTUAL_ANS
481,481,111,Stephen King,Temporal_error,What year was the entity born?,VisTxtCont,1946.,1,mis_knowledge2,1947,1946,2,2,7,1946.,16,1,CONTEXTUAL_ANS
482,482,111,Stephen King,location_error,What is the nationality of the entity?,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian,59574,Canadian,CONTEXTUAL_ANS
483,483,111,Stephen King,location_error,What is the nationality of the entity?,VisTxtParam,American,American,mis_knowledge2,American,Mexican,2,2,7,American,28418,American,PARAMETRIC_ANSWER
484,484,111,Stephen King,Career_error,What is the occupation of the entity?,VisTxtCont,Chef.,Chef,mis_knowledge1,writer,chef,2,2,7,Chef.,93903,Chef,CONTEXTUAL_ANS
485,485,111,Stephen King,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Author.,Author,mis_knowledge2,writer,carpenter,2,2,7,Author,7133,Author,PARAMETRIC_ANSWER
486,486,112,John Green,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
487,487,112,John Green,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
488,488,113,Eminem,Temporal_error,What year was the entity born?,VisTxtCont,1971.,1,mis_knowledge1,1972,1971,2,2,7,1971.,16,1,CONTEXTUAL_ANS
489,489,113,Eminem,Temporal_error,What year was the entity born?,VisTxtCont,1973.,1,mis_knowledge2,1972,1973,2,2,7,1973.,16,1,CONTEXTUAL_ANS
490,490,113,Eminem,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
491,491,113,Eminem,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
492,492,113,Eminem,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Rapper,R,mis_knowledge1,"rapper, songwriter, and record producer",chef,2,2,7,Rapper,49,R,PARAMETRIC_ANSWER
493,493,113,Eminem,Career_error,What is the occupation of the entity?,VisTxtParam,Rapper.,R,mis_knowledge2,"rapper, songwriter, and record producer",architect,2,2,7,Rapper.,49,R,PARAMETRIC_ANSWER
494,494,114,Snoop Dogg,Temporal_error,What year was the entity born?,VisTxtCont,1970.,1,mis_knowledge1,1971,1970,2,2,7,1970,16,1,CONTEXTUAL_ANS
495,495,114,Snoop Dogg,Temporal_error,What year was the entity born?,VisTxtCont,1972.,1,mis_knowledge2,1971,1972,2,2,7,1972.,16,1,CONTEXTUAL_ANS
496,496,114,Snoop Dogg,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,American.,28418,American,PARAMETRIC_ANSWER
497,497,114,Snoop Dogg,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,PARAMETRIC_ANSWER
498,498,115,Kendrick Lamar,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
499,499,115,Kendrick Lamar,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
500,500,116,Travis Scott,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
501,501,116,Travis Scott,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
502,502,116,Travis Scott,Career_error,What is the occupation of the entity?,VisParam_TxtCont,"Singer, songwriter.",S,mis_knowledge1,"rapper, singer, songwriter, and record producer",chef,2,2,7,"Singer, songwriter",50,S,PARAMETRIC_ANSWER
503,503,116,Travis Scott,Career_error,What is the occupation of the entity?,VisTxtCont,"Rapper, dancer.",R,mis_knowledge2,"rapper, singer, songwriter, and record producer",dancer,2,2,7,"Rapper, dancer.",49,R,CONTEXTUAL_ANS
504,504,117,The Weeknd,Career_error,What is the occupation of the entity?,VisTxtCont,"Chef, songwriter, producer.",Chef,mis_knowledge1,"singer, songwriter, and record producer",chef,2,2,7,"Chef, songwriter, producer.",93903,Chef,CONTEXTUAL_ANS
505,505,117,The Weeknd,Career_error,What is the occupation of the entity?,VisTxtCont,"Singer, architect, producer.",S,mis_knowledge2,"singer, songwriter, and record producer",architect,2,2,7,"Singer, architect, producer",50,S,CONTEXTUAL_ANS
506,506,118,Katy Perry,Temporal_error,What year was the entity born?,VisTxtCont,1985.,1,mis_knowledge1,1984,1985,2,2,7,1985.,16,1,CONTEXTUAL_ANS
507,507,118,Katy Perry,Temporal_error,What year was the entity born?,VisTxtCont,1983.,1,mis_knowledge2,1984,1983,2,2,7,1983.,16,1,CONTEXTUAL_ANS
508,508,118,Katy Perry,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
509,509,118,Katy Perry,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
510,510,118,Katy Perry,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Singer-songwriter.,S,mis_knowledge1,"singer, songwriter, and television judge",chef,2,2,7,"Chef, songwriter, judge.",93903,Chef,CONTEXTUAL_ANS
511,511,118,Katy Perry,Career_error,What is the occupation of the entity?,VisTxtCont,"Singer, architect.",S,mis_knowledge2,"singer, songwriter, and television judge",architect,2,2,7,"Singer, architect.",50,S,CONTEXTUAL_ANS
512,512,119,Demi Lovato,Temporal_error,What year was the entity born?,VisTxtCont,1991,1,mis_knowledge1,1992,1991,2,2,7,1991,16,1,CONTEXTUAL_ANS
513,513,119,Demi Lovato,Temporal_error,What year was the entity born?,VisTxtCont,1993,1,mis_knowledge2,1992,1993,2,2,7,1993,16,1,CONTEXTUAL_ANS
514,514,119,Demi Lovato,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
515,515,119,Demi Lovato,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
516,516,119,Demi Lovato,Career_error,What is the occupation of the entity?,VisParam_TxtCont,"Actor, singer, songwriter.",Actor,mis_knowledge1,"singer, songwriter, and actress",chef,2,2,7,"Actress, singer, songwriter",2414,Act,PARAMETRIC_ANSWER
517,517,119,Demi Lovato,Career_error,What is the occupation of the entity?,VisTxtCont,"Singer, actress, architect.",S,mis_knowledge2,"singer, songwriter, and actress",architect,2,2,7,"Singer, actress.",50,S,PARAMETRIC_ANSWER
518,518,121,Lizzo,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
519,519,121,Lizzo,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
520,520,121,Lizzo,Career_error,What is the occupation of the entity?,VisTxtCont,"Rapper, chef, flutist.",R,mis_knowledge1,"singer, rapper, and flutist",chef,2,2,7,"Rapper, chef, fl",49,R,CONTEXTUAL_ANS
521,521,121,Lizzo,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Singer.,S,mis_knowledge2,"singer, rapper, and flutist",architect,2,2,7,Singer.,50,S,PARAMETRIC_ANSWER
522,522,122,Megan Thee Stallion,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
523,523,122,Megan Thee Stallion,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
524,524,122,Megan Thee Stallion,Career_error,What is the occupation of the entity?,VisTxtCont,Chef and restaurateur.,Chef,mis_knowledge1,rapper and songwriter,chef and restaurateur,2,2,7,Chef and restaurateur.,93903,Chef,CONTEXTUAL_ANS
525,525,122,Megan Thee Stallion,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Rapper,R,mis_knowledge2,rapper and songwriter,professional basketball player,2,2,7,Rapper,49,R,PARAMETRIC_ANSWER
526,526,123,J Balvin,Career_error,What is the occupation of the entity?,VisTxtCont,Chef and songwriter.,Chef,mis_knowledge1,singer and songwriter,chef,2,2,7,Chef and songwriter.,93903,Chef,CONTEXTUAL_ANS
527,527,123,J Balvin,Career_error,What is the occupation of the entity?,VisTxtCont,Singer and architect.,S,mis_knowledge2,singer and songwriter,architect,2,2,7,Singer and architect.,50,S,CONTEXTUAL_ANS
528,528,124,Shakira,Temporal_error,What year was the entity born?,VisTxtCont,1978.,1,mis_knowledge1,1977,1978,2,2,7,1978.,16,1,CONTEXTUAL_ANS
529,529,124,Shakira,Temporal_error,What year was the entity born?,VisTxtCont,1976.,1,mis_knowledge2,1977,1976,2,2,7,1976.,16,1,CONTEXTUAL_ANS
530,530,124,Shakira,Career_error,What is the occupation of the entity?,VisTxtCont,Chef and songwriter.,Chef,mis_knowledge1,singer and songwriter,chef,2,2,7,Chef and songwriter.,93903,Chef,CONTEXTUAL_ANS
531,531,124,Shakira,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Singer.,S,mis_knowledge2,singer and songwriter,architect,2,2,7,Singer and architect.,50,S,CONTEXTUAL_ANS
532,532,125,Ricky Martin,location_error,What is the nationality of the entity?,VisTxtCont,Dominican.,Domin,mis_knowledge1,Puerto Rican,Dominican,2,2,7,Dominican.,71541,Domin,CONTEXTUAL_ANS
533,533,125,Ricky Martin,location_error,What is the nationality of the entity?,VisTxtCont,Cuban.,C,mis_knowledge2,Puerto Rican,Cuban,2,2,7,Cuban.,34,C,CONTEXTUAL_ANS
534,534,125,Ricky Martin,Career_error,What is the occupation of the entity?,VisTxtCont,"Chef, actor, author.",Chef,mis_knowledge1,"singer, actor, and author",chef,2,2,7,"Actor, singer",18870,Actor,PARAMETRIC_ANSWER
535,535,125,Ricky Martin,Career_error,What is the occupation of the entity?,VisTxtCont,"Singer, architect, author.",S,mis_knowledge2,"singer, actor, and author",architect,2,2,7,"Singer, architect, author",50,S,CONTEXTUAL_ANS
536,536,126,Jennifer Aniston,Temporal_error,What year was the entity born?,VisTxtCont,1968.,1,mis_knowledge1,1969,1968,2,2,7,1968.,16,1,CONTEXTUAL_ANS
537,537,126,Jennifer Aniston,Temporal_error,What year was the entity born?,VisTxtCont,1970.,1,mis_knowledge2,1969,1970,2,2,7,1970.,16,1,CONTEXTUAL_ANS
538,538,126,Jennifer Aniston,location_error,What is the nationality of the entity?,VisCont_TxtParam,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
539,539,126,Jennifer Aniston,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
540,540,126,Jennifer Aniston,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge1,actress and producer,chef,2,2,7,Chef and producer.,93903,Chef,CONTEXTUAL_ANS
541,541,126,Jennifer Aniston,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge2,actress and producer,architect,2,2,7,Actress.,2414,Act,PARAMETRIC_ANSWER
542,542,127,Courteney Cox,Temporal_error,What year was the entity born?,VisTxtCont,1965.,1,mis_knowledge1,1964,1965,2,2,7,1965.,16,1,CONTEXTUAL_ANS
543,543,127,Courteney Cox,Temporal_error,What year was the entity born?,VisTxtCont,1963.,1,mis_knowledge2,1964,1963,2,2,7,1963.,16,1,CONTEXTUAL_ANS
544,544,127,Courteney Cox,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
545,545,127,Courteney Cox,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
546,546,127,Courteney Cox,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge1,"actress, producer, and director",chef,2,2,7,"Chef, producer, director.",93903,Chef,CONTEXTUAL_ANS
547,547,127,Courteney Cox,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge2,"actress, producer, and director",architect,2,2,7,Actress,2414,Act,PARAMETRIC_ANSWER
548,548,128,Matthew Perry,Career_error,What is the occupation of the entity?,VisTxtCont,Chef.,Chef,mis_knowledge1,actor,chef,2,2,7,Chef.,93903,Chef,CONTEXTUAL_ANS
549,549,128,Matthew Perry,Career_error,What is the occupation of the entity?,VisTxtCont,Software engineer.,Software,mis_knowledge2,actor,software engineer,2,2,7,Software engineer.,19250,Software,CONTEXTUAL_ANS
550,550,129,Kit Harington,location_error,What is the nationality of the entity?,VisTxtCont,Irish.,Ir,mis_knowledge1,British,Irish,2,2,7,Irish.,48113,Ir,CONTEXTUAL_ANS
551,551,129,Kit Harington,location_error,What is the nationality of the entity?,VisTxtCont,Welsh.,Wel,mis_knowledge2,British,Welsh,2,2,7,Welsh.,83516,Wel,CONTEXTUAL_ANS
552,552,129,Kit Harington,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge1,actor,chef,2,2,7,Chef.,93903,Chef,CONTEXTUAL_ANS
553,553,129,Kit Harington,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor,pilot,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
554,554,130,Emilia Clarke,location_error,What is the nationality of the entity?,VisTxtCont,Irish.,Ir,mis_knowledge1, British,Irish,2,2,7,Irish.,48113,Ir,CONTEXTUAL_ANS
555,555,130,Emilia Clarke,location_error,What is the nationality of the entity?,VisTxtCont,Welsh.,Wel,mis_knowledge2, British,Welsh,2,2,7,Welsh.,83516,Wel,CONTEXTUAL_ANS
556,556,130,Emilia Clarke,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge1,actress,novelist,2,2,7,Actress.,2414,Act,PARAMETRIC_ANSWER
